取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/07/14 18:47:51,440,-,-,-,-,-,支払い,ダイソー - 東急ストア金町店,PayPay残高,-,-,04753161880643936260
2025/07/14 18:47:50,-,4,-,-,-,-,ポイント、残高の獲得,ダイソー,PayPayポイント,-,-,04753161880643936260
2025/07/14 18:29:26,-,36,-,-,-,-,ポイント、残高の獲得,大戸屋ごはん処,PayPayポイント,-,-,04753152397355253760
2025/07/14 18:29:26,"3,780",-,-,-,-,-,支払い,大戸屋ごはん処 - 金町駅前店,PayPay残高,-,-,04753152397355253760
2025/07/13 17:48:11,-,24,-,-,-,-,ポイント、残高の獲得,コモディイイダ,PayPayポイント,-,-,04752388966917054464
2025/07/13 17:48:11,"2,577",-,-,-,-,-,支払い,コモディイイダ - ９２　三郷店,PayPay残高,-,-,04752388966917054464
2025/07/12 18:05:03,-,397,-,-,-,-,ポイント、残高の獲得,マカロニ市場,PayPayポイント,-,-,04751655480992440321
2025/07/12 18:05:02,"6,622",-,-,-,-,-,支払い,マカロニ市場 - 松戸店,PayPay残高,-,-,04751655480992440321
2025/07/12 18:05:02,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02040507201682169859
2025/07/12 12:43:06,-,72,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04751489549226377221
2025/07/12 12:43:06,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02040341269913567260
2025/07/12 12:43:06,"7,373",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04751489549226377221
2025/07/11 19:20:15,"4,380",-,-,-,-,-,支払い,くら寿司 - 葛飾金町,PayPay残高,-,-,04750952077020471308
2025/07/11 19:20:15,-,42,-,-,-,-,ポイント、残高の獲得,くら寿司,PayPayポイント,-,-,04750952077020471308
2025/07/11 11:37:45,-,12,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,4750713508766384129#53237
2025/07/11 11:37:42,-,24,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04750713508766384129
2025/07/11 11:37:23,"2,490",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04750713508766384129
2025/07/10 16:38:53,-,30,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04750126721743405058
2025/07/10 16:38:52,"3,039",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04750126721743405058
2025/07/10 16:38:52,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02038978451023978496
2025/07/09 16:15:06,-,36,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04749372310738583557
2025/07/09 16:15:06,"3,758",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04749372310738583557
2025/07/07 17:29:25,432,-,-,-,-,-,支払い,ダイソー - ヴィナシス金町店,PayPay残高,-,-,04747926263969652741
2025/07/07 17:29:24,-,4,-,-,-,-,ポイント、残高の獲得,ダイソー,PayPayポイント,-,-,04747926263969652741
2025/07/07 17:04:36,-,102,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04747913464966758406
2025/07/07 17:04:35,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02036765194245545984
2025/07/07 17:04:35,"10,335",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04747913464966758406
2025/07/06 19:30:30,699,-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04747246499494879238
2025/07/06 19:30:30,-,6,-,-,-,-,ポイント、残高の獲得,イケア,PayPayポイント,-,-,04747246499494879238
2025/07/06 19:20:46,300,-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04747241491563839489
2025/07/06 19:20:46,-,2,-,-,-,-,ポイント、残高の獲得,イケア,PayPayポイント,-,-,04747241491563839489
2025/07/06 19:19:33,599,-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04747240855907688453
2025/07/06 19:19:32,-,4,-,-,-,-,ポイント、残高の獲得,イケア,PayPayポイント,-,-,04747240855907688453
2025/07/06 18:11:44,-,38,-,-,-,-,ポイント、残高の獲得,イケア,PayPayポイント,-,-,04747205903464226821
2025/07/06 18:11:44,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02036057624153825309
2025/07/06 18:11:44,"3,820",-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04747205903464226821
2025/07/06 12:45:03,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04747037540745879552
2025/07/06 12:45:03,248,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04747037540745879552
2025/07/06 12:34:32,"3,553",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04747032120497946625
2025/07/06 12:34:32,-,34,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04747032120497946625
2025/07/04 19:38:19,"1,700",-,-,-,-,-,支払い,カナマチぷらっと - カナマチぷらっと,PayPay残高,-,-,04745766196066598912
2025/07/04 19:38:19,-,16,-,-,-,-,ポイント、残高の獲得,カナマチぷらっと,PayPayポイント,-,-,04745766196066598912
2025/07/04 17:13:06,"1,520",-,-,-,-,-,支払い,立花 - 立花　金町本店,PayPay残高,-,-,04745691343376097285
2025/07/04 17:13:06,-,14,-,-,-,-,ポイント、残高の獲得,立花,PayPayポイント,-,-,04745691343376097285
2025/07/02 18:28:28,"1,325",-,-,-,-,-,支払い,東急ストア - 新宿さぼてん　金町東急ストア,PayPay残高,-,-,04744245846361817098
2025/07/02 18:28:27,-,12,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04744245846361817098
2025/07/02 18:20:49,-,32,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04744241903580192781
2025/07/02 18:20:49,"3,298",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04744241903580192781
2025/07/02 18:20:49,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02033093624271126530
2025/07/01 17:20:20,-,46,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04743468560358424581
2025/07/01 17:20:20,"4,705",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04743468560358424581
2025/06/29 22:28:34,-,6,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,04742142987422007298
2025/06/29 22:28:22,780,-,-,-,-,-,支払い,DMM.com,PayPay残高,-,-,04742142987422007298
2025/06/29 19:04:48,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04742038069961351169
2025/06/29 19:04:48,630,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04742038069961351169
2025/06/29 18:34:13,-,88,-,-,-,-,ポイント、残高の獲得,すし銚子丸,PayPayポイント,-,-,04742022290251776000
2025/06/29 18:34:11,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02030874010942357516
2025/06/29 18:34:11,"8,954",-,-,-,-,-,支払い,すし銚子丸 - 松戸岩瀬店,PayPay残高,-,-,04742022290251776000
2025/06/28 19:44:17,200,-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04741316240577642501
2025/06/28 19:44:16,-,2,-,-,-,-,ポイント、残高の獲得,イケア,PayPayポイント,-,-,04741316240577642501
2025/06/28 19:18:10,100,-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04741302788739661828
2025/06/28 19:16:49,-,26,-,-,-,-,ポイント、残高の獲得,イケア,PayPayポイント,-,-,04741302067185836040
2025/06/28 19:16:47,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02030153796466712576
2025/06/28 19:16:47,"2,724",-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04741302067185836040
2025/06/28 19:05:41,-,24,-,-,-,-,ポイント、残高の獲得,イケア,PayPayポイント,-,-,04741296346289455113
2025/06/28 19:05:41,"2,490",-,-,-,-,-,支払い,イケア - IKEA新三郷,PayPay残高,-,-,04741296346289455113
2025/06/28 14:33:13,-,62,-,-,-,-,ポイント、残高の獲得,PEPPY,PayPayポイント,-,-,04741155909448810509
2025/06/28 14:33:12,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02030007630139318311
2025/06/28 14:33:12,"6,210",-,-,-,-,-,支払い,PEPPY - PEPPY,PayPay残高,-,-,04741155909448810509
2025/06/28 13:29:37,-,502,-,-,-,-,ポイント、残高の獲得,マイダススクールセンター,PayPayポイント,-,-,04741123138847817736
2025/06/28 13:29:37,"50,200",-,-,-,-,-,支払い,マイダススクールセンター - マイダススクールセンター,PayPay残高,-,-,04741123138847817736
2025/06/28 13:29:37,-,"46,690",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02029974859538489365
2025/06/27 17:02:02,-,104,-,-,-,-,ポイント、残高の獲得,マツモトキヨシ,PayPayポイント,-,-,04740490438626009089
2025/06/27 17:02:00,"10,428",-,-,-,-,-,支払い,マツモトキヨシ - マツモトキヨシ　ベルトーレ金町店,PayPay残高,-,-,04740490438626009089
2025/06/27 17:02:00,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02029342159316541451
2025/06/27 12:54:59,-,8,-,-,-,-,ポイント、残高の獲得,マクドナルド,PayPayポイント,-,-,04740363118615191559
2025/06/27 12:54:59,930,-,-,-,-,-,支払い,マクドナルド - マクドナルド金町北口店,PayPay残高,-,-,04740363118615191559
2025/06/26 17:08:33,-,58,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04739751626941931530
2025/06/26 17:08:32,"5,822",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04739751626941931530
2025/06/26 17:08:32,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02028603356222382080
2025/06/26 12:11:41,-,8,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04739598631616602119
2025/06/26 12:11:41,998,-,-,-,-,-,支払い,吉野家 - 金町北口店,PayPay残高,-,-,04739598631616602119
2025/06/26 11:39:19,"1,770",-,-,-,-,-,支払い,カラフル薬局 - カラフル薬局　金町店,PayPay残高,-,-,04739581949963378690
2025/06/26 11:39:18,-,16,-,-,-,-,ポイント、残高の獲得,カラフル薬局,PayPayポイント,-,-,04739581949963378690
2025/06/25 17:55:49,-,60,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04739033826235826180
2025/06/25 17:55:49,"6,145",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04739033826235826180
2025/06/22 18:00:54,-,36,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04736809926527803397
2025/06/22 18:00:53,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02025661647220138002
2025/06/22 18:00:53,"3,715",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04736809926527803397
2025/06/22 17:43:09,-,30,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04736800795427086339
2025/06/22 17:43:09,"3,008",-,-,-,-,-,支払い,東急ストア - カルディコーヒーファーム　金町東急ストア,PayPay残高,-,-,04736800795427086339
2025/06/22 17:33:43,220,-,-,-,-,-,支払い,ダイソー - 東急ストア金町店,PayPay残高,-,-,04736795924933984262
2025/06/22 17:33:42,-,2,-,-,-,-,ポイント、残高の獲得,ダイソー,PayPayポイント,-,-,04736795924933984262
2025/06/21 17:46:25,-,2,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04736060308705853443
2025/06/21 17:46:25,298,-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04736060308705853443
2025/06/21 17:39:46,-,48,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04736056864141877252
2025/06/21 17:39:45,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02024908584834138139
2025/06/21 17:39:45,"4,807",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04736056864141877252
2025/06/20 23:07:24,-,2,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,04735483477417967616
2025/06/20 23:07:14,390,-,-,-,-,-,支払い,DMM.com,PayPay残高,-,-,04735483477417967616
2025/06/20 17:55:33,-,2,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04735322845641629699
2025/06/20 17:55:33,348,-,-,-,-,-,支払い,東急ストア - カルディコーヒーファーム　金町東急ストア,PayPay残高,-,-,04735322845641629699
2025/06/20 17:51:11,-,58,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04735320586488242181
2025/06/20 17:51:11,"5,862",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04735320586488242181
2025/06/20 12:19:36,-,14,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04735149698329681924
2025/06/20 12:19:36,"1,584",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04735149698329681924
2025/06/20 10:00:25,-,6,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04735077946606272517
2025/06/20 10:00:24,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02023929675888033792
2025/06/20 10:00:24,774,-,-,-,-,-,支払い,ローソン - ローソンストア100葛飾東金町,PayPay残高,-,-,04735077946606272517
2025/06/19 12:20:26,-,28,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04734407948888104971
2025/06/19 12:20:26,"2,803",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04734407948888104971
2025/06/19 10:26:23,192,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04734349167965011972
2025/06/18 18:02:49,"1,490",-,-,-,-,-,支払い,東急ストア - カルディコーヒーファーム　金町東急ストア,PayPay残高,-,-,04733842241563942916
2025/06/18 18:02:48,-,14,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04733842241563942916
2025/06/18 17:53:10,-,52,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04733837267990069250
2025/06/18 17:53:09,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02022688988684943371
2025/06/18 17:53:09,"5,231",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04733837267990069250
2025/06/17 17:55:04,-,34,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04733096085484945410
2025/06/17 17:55:04,"3,462",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04733096085484945410
2025/06/16 09:13:50,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04732085264931479561
2025/06/15 18:39:12,-,92,-,-,-,-,ポイント、残高の獲得,Cafe sweets＋,PayPayポイント,-,-,04731634473753452544
2025/06/15 18:39:10,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02020486194447286284
2025/06/15 18:39:10,"9,386",-,-,-,-,-,支払い,Cafe sweets＋ - Cafe sweets＋,PayPay残高,-,-,04731634473753452544
2025/06/14 18:34:19,"6,125",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04730889803733884928
2025/06/14 18:34:19,-,60,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04730889803733884928
2025/06/14 12:33:54,-,22,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04730703891779059712
2025/06/14 12:33:36,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02019555612474081294
2025/06/14 12:33:36,"2,250",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04730703891779059712
2025/06/14 07:57:26,676,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04730561547973033987
2025/06/14 07:57:25,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04730561547973033987
2025/06/13 19:31:07,-,16,-,-,-,-,ポイント、残高の獲得,カナマチぷらっと,PayPayポイント,-,-,04730176907881676803
2025/06/13 19:31:07,"1,700",-,-,-,-,-,支払い,カナマチぷらっと - カナマチぷらっと,PayPay残高,-,-,04730176907881676803
2025/06/13 16:39:02,-,20,-,-,-,-,ポイント、残高の獲得,立花,PayPayポイント,-,-,04730088216807645185
2025/06/13 16:39:02,"2,140",-,-,-,-,-,支払い,立花 - 立花　金町本店,PayPay残高,-,-,04730088216807645185
2025/06/13 12:49:23,-,22,-,-,-,-,ポイント、残高の獲得,ココカラファイン,PayPayポイント,-,-,04729969847508721682
2025/06/13 12:49:23,"2,335",-,-,-,-,-,支払い,ココカラファイン - ココカラファイン金町店,PayPay残高,-,-,04729969847508721682
2025/06/13 12:44:13,-,22,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04729967184629252096
2025/06/13 12:44:12,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02018818905323667470
2025/06/13 12:44:12,"2,330",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04729967184629252096
2025/06/13 06:58:32,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04729789020795863048
2025/06/12 18:33:58,-,4,-,-,-,-,ポイント、残高の獲得,文具ハウス　ジャンボ,PayPayポイント,-,-,04729405282647826433
2025/06/12 18:33:58,594,-,-,-,-,-,支払い,文具ハウス　ジャンボ - 文具ハウス　ジャンボ,PayPay残高,-,-,04729405282647826433
2025/06/12 13:26:07,-,6,-,-,-,-,ポイント、残高の獲得,マクドナルド,PayPayポイント,-,-,04729246617966059521
2025/06/12 13:26:07,690,-,-,-,-,-,支払い,マクドナルド - マクドナルド金町北口店,PayPay残高,-,-,04729246617966059521
2025/06/12 11:32:49,500,-,-,-,-,-,支払い,Bicycle Coffee Tokyo - Bicycle Coffee Tokyo,PayPay残高,-,-,04729188223590727681
2025/06/12 11:32:49,-,4,-,-,-,-,ポイント、残高の獲得,Bicycle Coffee Tokyo,PayPayポイント,-,-,04729188223590727681
2025/06/12 05:25:37,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04728998970151968768
2025/06/11 17:36:25,-,84,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04728633442663309329
2025/06/11 17:36:25,"8,579",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04728633442663309329
2025/06/11 17:36:25,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02017485163358969875
2025/06/11 10:09:03,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04728402880228605954
2025/06/10 17:57:25,-,54,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04727902095631589381
2025/06/10 17:57:25,"5,508",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04727902095631589381
2025/06/10 11:41:06,-,28,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04727708143498493952
2025/06/10 11:41:05,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02016559864194457614
2025/06/10 11:41:05,"2,857",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04727708143498493952
2025/06/10 04:56:40,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04727499700145111042
2025/06/09 17:24:38,"5,510",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04727143028880564230
2025/06/09 17:24:37,-,54,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04727143028880564230
2025/06/08 18:43:26,"2,860",-,-,-,-,-,支払い,イトーヨーカドー - イトーヨーカドーアリオ亀有店,PayPay残高,-,-,04726441471742959620
2025/06/08 18:43:25,-,28,-,-,-,-,ポイント、残高の獲得,イトーヨーカドー,PayPayポイント,-,-,04726441471742959620
2025/06/08 18:36:23,-,76,-,-,-,-,ポイント、残高の獲得,Tsumugiアリオ亀有店,PayPayポイント,-,-,04726437829610856450
2025/06/08 18:36:22,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02015289550305181738
2025/06/08 18:36:22,"7,645",-,-,-,-,-,支払い,Tsumugiアリオ亀有店,PayPay残高,-,-,04726437829610856450
2025/06/08 12:37:20,-,36,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04726252776649932803
2025/06/08 12:37:19,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02015104497344282646
2025/06/08 12:37:18,"3,628",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04726252776649932803
2025/06/07 19:28:44,-,"173,294",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02014574378121494538
2025/06/07 19:28:44,"174,000",-,-,-,-,-,請求書払い,東京都（都税）,PayPay残高,-,-,04725722657426169857
2025/06/07 18:26:08,-,12,-,-,-,-,ポイント、残高の獲得,マカロニ市場,PayPayポイント,-,-,04725690393631588354
2025/06/07 18:26:08,"1,222",-,-,-,-,-,支払い,マカロニ市場 - 松戸店,PayPay残高,-,-,04725690393631588354
2025/06/07 18:21:47,-,66,-,-,-,-,ポイント、残高の獲得,マカロニ市場,PayPayポイント,-,-,04725688143069462539
2025/06/07 18:21:47,"6,622",-,-,-,-,-,支払い,マカロニ市場 - 松戸店,PayPay残高,-,-,04725688143069462539
2025/06/07 13:11:10,-,26,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04725527906428846090
2025/06/07 13:10:53,"2,760",-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04725527906428846090
2025/06/07 13:10:53,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02014379635713679364
2025/06/07 05:32:54,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04725291872206856192
2025/06/06 19:28:23,"1,700",-,-,-,-,-,支払い,カナマチぷらっと - カナマチぷらっと,PayPay残高,-,-,04724980298098606087
2025/06/06 19:28:23,-,16,-,-,-,-,ポイント、残高の獲得,カナマチぷらっと,PayPayポイント,-,-,04724980298098606087
2025/06/06 17:33:16,-,34,-,-,-,-,ポイント、残高の獲得,から好し,PayPayポイント,-,-,04724920976010223618
2025/06/06 17:33:16,"3,477",-,-,-,-,-,支払い,から好し - から好し金町店,PayPay残高,-,-,04724920976010223618
2025/06/06 13:48:29,"1,730",-,-,-,-,-,支払い,cafe・hakuta,PayPay残高,-,-,04724805123563266052
2025/06/06 13:48:29,-,16,-,-,-,-,ポイント、残高の獲得,cafe・hakuta,PayPayポイント,-,-,04724805123563266052
2025/06/05 16:57:22,-,8,-,-,-,-,ポイント、残高の獲得,マツモトキヨシ,PayPayポイント,-,-,04724160302943240192
2025/06/05 16:57:22,990,-,-,-,-,-,支払い,マツモトキヨシ - マツモトキヨシ　ベルトーレ金町店,PayPay残高,-,-,04724160302943240192
2025/06/05 08:05:06,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04723885974792110080
2025/06/04 12:08:43,-,28,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04723269346334941185
2025/06/04 12:08:41,"2,820",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04723269346334941185
2025/06/04 12:08:41,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02012121067032051723
2025/06/02 11:16:29,-,12,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,04721757998882504713
2025/06/02 11:16:18,"1,386",-,-,-,-,-,支払い,DMM.com,PayPay残高,-,-,04721757998882504713
2025/06/01 13:42:01,"1,870",-,-,-,-,-,支払い,すき家 - 葛飾南水元店,PayPay残高,-,-,04721090930331983888
2025/06/01 13:42:00,-,18,-,-,-,-,ポイント、残高の獲得,すき家,PayPayポイント,-,-,04721090930331983888
2025/05/31 18:55:09,-,286,-,-,-,-,ポイント、残高の獲得,肉の万世,PayPayポイント,-,-,04720510139084341256
2025/05/31 18:55:08,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02009361859781656593
2025/05/31 18:55:08,"8,679",-,-,-,-,-,支払い,肉の万世 - 亀有店,PayPay残高,-,-,04720510139084341256
2025/05/31 13:04:06,-,28,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04720329226471972867
2025/05/31 13:04:06,"2,812",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04720329226471972867
2025/05/30 19:07:01,-,104,-,-,-,-,ポイント、残高の獲得,Cafe sweets＋,PayPayポイント,-,-,04719774093358546944
2025/05/30 19:07:00,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02008625814056255492
2025/05/30 19:07:00,"10,483",-,-,-,-,-,支払い,Cafe sweets＋ - Cafe sweets＋,PayPay残高,-,-,04719774093358546944
2025/05/30 13:30:23,930,-,-,-,-,-,支払い,マクドナルド - マクドナルド金町北口店,PayPay残高,-,-,04719600593860165643
2025/05/30 13:30:23,-,8,-,-,-,-,ポイント、残高の獲得,マクドナルド,PayPayポイント,-,-,04719600593860165643
2025/05/29 18:55:44,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04719026107623342090
2025/05/29 18:55:44,384,-,-,-,-,-,支払い,ローソン - 東金町一丁目,PayPay残高,-,-,04719026107623342090
2025/05/29 18:45:16,-,32,-,-,-,-,ポイント、残高の獲得,くら寿司,PayPayポイント,-,-,04719020713144778760
2025/05/29 18:45:16,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02007872433841405971
2025/05/29 18:45:15,"3,240",-,-,-,-,-,支払い,くら寿司 - 葛飾金町,PayPay残高,-,-,04719020713144778760
2025/05/28 11:12:07,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,02006896711760912394
2025/05/28 11:12:07,"16,434",-,-,-,-,-,支払い,東京都水道局,PayPay残高,-,-,04718044991063171076
2025/05/25 18:46:28,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04716052650222583813
